區段,子分類,群組代碼,群組名稱(繁),位置,OEM編號,替換件,數量,名稱(繁中),名稱(English),名稱(Français),圖檔
电气 Électrique,取暖/製冷,K9PP667B01A,抽風機-進風口-模組-減壓器,06,96 788 655 80,RP 98 468 070 80,01/01,進氣擾流板襯墊,AIR INTAKE DEFLECTOR SEAL,JOINT DEFLECTEUR ENTREE AIR,K9PP667B01A.jpg
电气 Électrique,取暖/製冷,K9PP667B01A,抽風機-進風口-模組-減壓器,10,98 151 142 80,,01,附加鼓風機,ADDITIONAL AIR BLOWER,PULSEUR AIR ADDITIONNEL,K9PP667B01A.jpg
电气 Électrique,取暖/製冷,K9PP667B01A,抽風機-進風口-模組-減壓器,11,98 223 308 ZD,,01,送氣控制件,AIR PULLER CONTROL,COMMANDE DE PULSEUR D’AIR,K9PP667B01A.jpg
电气 Électrique,取暖/製冷,K9PP667B01A,抽風機-進風口-模組-減壓器,70,6935 A6,,06,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP667B01A.jpg
电气 Électrique,取暖/製冷,K9PP667B01A,抽風機-進風口-模組-減壓器,71,7591 GP,,02,螺絲,BOLT,VIS,K9PP667B01A.jpg
电气 Électrique,取暖/製冷,K9PP667B01A,抽風機-進風口-模組-減壓器,72,96 753 802 80,,02,MUL RLX螺栓,(MUL) RLX SCREW,(MUL) VIS RLX,K9PP667B01A.jpg
电气 Électrique,取暖/製冷,K9PP667B60A,出風口,01,98 209 603 80,,01,前置氣管,FRONT SEAT AIR DUCT,CONDUIT D’AIR PLACE AVANT,K9PP667B60A.jpg
电气 Électrique,取暖/製冷,K9PP667B60A,出風口,04,98 027 417 80,,01,空調通風管堵塞,AIR CONDITIONING DUCT CLOSER,OBTURATEUR CONDUIT CLIMATISEUR,K9PP667B60A.jpg
电气 Électrique,取暖/製冷,K9PP667B60A,出風口,10,98 111 334 80,,01,空調通氣管,HEATER AIR CHANNEL,CONDUIT D’AIR DE CLIMATISEUR,K9PP667B60A.jpg
电气 Électrique,取暖/製冷,K9PP667B60A,出風口,11,98 279 212 80,,01,粘性密封泡沫,ADHESIVE SEALING FOAM,MOUSSE ETANCHEITE ADHESIVE,K9PP667B60A.jpg
电气 Électrique,取暖/製冷,K9PP667B60A,出風口,13,98 187 945 80,,01,副儀表板下通氣管,CONSOLE WARM AIR DUCT,CONDUIT D’AIR SOUS CONSOLE,K9PP667B60A.jpg
电气 Électrique,取暖/製冷,K9PP667B60A,出風口,14,98 168 076 80,,01,副儀表板下通氣管,CONSOLE WARM AIR DUCT,CONDUIT D’AIR SOUS CONSOLE,K9PP667B60A.jpg
电气 Électrique,取暖/製冷,K9PP667B60A,出風口,20,98 269 212 80,,01,空調通風管堵塞,AIR CONDITIONING DUCT CLOSER,OBTURATEUR CONDUIT CLIMATISEUR,K9PP667B60A.jpg
电气 Électrique,取暖/製冷,K9PP667B60A,出風口,71,7589 V4,,01,卡子,STAPLE,AGRAFE,K9PP667B60A.jpg
电气 Électrique,取暖/製冷,K9PP667D01A,暖風管-輸水軟管,01,98 212 999 80,,01,空調暖風熱交換器,CAR HEATER,AEROTHERME DE CLIMATISATION,K9PP667D01A.jpg
电气 Électrique,取暖/製冷,K9PP667D01A,暖風管-輸水軟管,02,98 212 993 80,,01,空調管總成,AIR CONDITIONING PIPES ASSMBLY,ENSEMBLE TUYAUX CLIMATISATION,K9PP667D01A.jpg
电气 Électrique,取暖/製冷,K9PP667D01A,暖風管-輸水軟管,05,96 890 761 80,,01,管套固定板,PIPE GROMMET PLATE,PLAQUE PASSE GAINE TUYAU,K9PP667D01A.jpg
电气 Électrique,取暖/製冷,K9PP667D01A,暖風管-輸水軟管,10,98 124 412 80,,01,暖風水管,HEATER WATER PIPE,TUYAU D’EAU D’AEROTHERME,K9PP667D01A.jpg
电气 Électrique,取暖/製冷,K9PP667D01A,暖風管-輸水軟管,11,98 124 415 80,,01,暖風水管,HEATER WATER PIPE,TUYAU D’EAU D’AEROTHERME,K9PP667D01A.jpg
电气 Électrique,取暖/製冷,K9PP667E01A,空調控制面板,01,16 381 905 80,,01,空調控制盒,AIR CONDITIONING CONTROL UNIT,BOITIER CONTROLE CLIMATISATION,K9PP667E01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,01,98 221 211 80,,01,蒸發器殼體,EVAPORATOR HOUSING,BOITIER D’EVAPORATEUR,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,02,16 097 088 80,RP 98 214 805 80,01/01,腳部通風管元件,FOOTWELL DUCTS KIT,KIT CONDUITS PIEDS,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,04,98 212 943 80,,01,空調膨脹閥,REFRIGERAT PRESS RELIEF VALVE,DETENDEUR DE REFRIGERATION,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,05,98 212 932 80,,03,空調減速電機,AIR CONDITIONER REDUCTION GEAR,MOTOREDUCTEUR DE CLIMATISEUR,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,06,6447 XG,,01,活性碳空調濾芯,PASSENGER CMPT CARBON FILTER,FILTRE HABITACLE CHARBON,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,07,98 213 020 80,,01,顆粒過濾器堵蓋,PARTICLE FILTER CLOSER,OBTURATEUR FILTRE PARTICULE,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,08,98 013 380 80,,01,排水盒,WATER EVACUATION BOX,BOITIER D’EVACUATION D’EAU,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,10,98 090 155 80,,01,空氣加熱器電阻,AIR REHEATING RESISTANCE,RESISTANCE RECHAUFFAGE AIR,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,11,98 159 956 80,,01,管套固定板,PIPE GROMMET PLATE,PLAQUE PASSE GAINE TUYAU,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,12,16 097 408 80,,01,泡沫密封元件,FOAM SEALS KIT,KIT DE JOINTS MOUSSE,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,14,98 212 976 80,,01,空調控制元件,AIR CONDITIONING CONTROL KIT,KIT COMMANDE CLIMATISATION,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,15,98 177 612 80,,01,多功能支撐板,MULTIFUNCTION SUPPORT PLATE,PLATINE SUPPORT MULTIFONCTION,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,16,98 213 032 80,,01,隔音棉元件,ACOUSTIC FOAM KIT,KIT MOUSSE ACOUSTIQUE,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,20,6450 TX,,01,間隙補償片,WEAR COMPENSATION NOTCH,PLOT RATTRAPAGE JEU,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,70,6922 H3,RP 6230 06,04/01,(MUL)六角頭帶墊圈螺栓,(MUL) TH SCREW WITH WASHER,(MUL) VIS TH RDL,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667H01A,蒸發器 -膨脹閥,72,6450 TL,RP 98 027 757 80,01/01,RPL 六角螺釘,BOLT H RPL,VIS H RPL,K9PP667H01A.jpg
电气 Électrique,取暖/製冷,K9PP667M01A,調節器、殼體和感測器,01,6445 KP,,01,蒸發器感測器,EVAPORATOR SENSOR,SONDE D’EVAPORATEUR,K9PP667M01A.jpg
电气 Électrique,取暖/製冷,K9PP667M01A,調節器、殼體和感測器,03,98 003 052 80,,01,日照感測器,BRIGHTNESS SENSOR,CAPTEUR ENSOLEILLEMENT,K9PP667M01A.jpg
电气 Électrique,取暖/製冷,K9PP667N01A,空調壓縮機和細節,01,98 299 345 80,,01,新壓縮機,NEW COMPRESSOR,COMPRESSEUR NEUF,K9PP667N01A.jpg
电气 Électrique,取暖/製冷,K9PP667N01A,空調壓縮機和細節,05,5606 P9,,01,壓縮機支架,COMPRESSOR SUPPORT,SUPPORT DE COMPRESSEUR,K9PP667N01A.jpg
电气 Électrique,取暖/製冷,K9PP667N01A,空調壓縮機和細節,10,96 736 536 80,,03,六角頭凸緣螺栓,H EMB BOLT,VIS H EMB,K9PP667N01A.jpg
电气 Électrique,取暖/製冷,K9PP667P01A,冷凝器-乾燥器單元,01,98 167 465 80,,01,無維護型冷凝器,MAINTENANCE-FREE CONDENSER,CONDENSEUR SANS ENTRETIEN,K9PP667P01A.jpg
电气 Électrique,取暖/製冷,K9PP667P01A,冷凝器-乾燥器單元,05,98 053 283 80,,01,冷凝器支架,CONDENSER BRACKET,SUPPORT DE CONDENSEUR,K9PP667P01A.jpg
电气 Électrique,取暖/製冷,K9PP667P01A,冷凝器-乾燥器單元,70,6925 L3,,01,MUL 帶固定平墊圈的大內六角花形半圓頭的螺釘,(MUL) CBLX RDL SCREW,(MUL) VIS CBLX RDL,K9PP667P01A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,01,96 782 705 80,RP 98 317 022 80,01/01,空調製冷管,REFRIGERANT PIPE,TUYAU FLUIDE DE REFRIGERATION,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,02,96 756 353 80,RP 98 407 098 80,01/01,空調製冷管,REFRIGERANT PIPE,TUYAU FLUIDE DE REFRIGERATION,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,03,98 072 562 80,,01,空調製冷管,REFRIGERANT PIPE,TUYAU FLUIDE DE REFRIGERATION,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,05,96 730 063 80,RP 98 330 786 80,01/01,空調壓力感測器,AIR CON PRESSURE SENSOR,CAPTEUR PRESSION REFRIGERATION,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,06,6460 T9,,04,O型密封圈,O-RING SEAL,JOINT TORIQUE,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,07,6460 V0,,04,O型密封圈,O-RING SEAL,JOINT TORIQUE,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,08,6460 CR,,02,O型密封圈,O-RING SEAL,JOINT TORIQUE,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,09,6460 TP,,04,O型密封圈,O-RING SEAL,JOINT TORIQUE,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,12,8899 Y8,,01,隔音泡沫,ACOUSTIC FOAM,MOUSSE ACCOUSTIQUE,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,40,16 150 585 80,,01,製冷迴路閥門,AIR CONDITIONING CIRCUIT VALVE,VALVE DE CIRCUIT REFRIGERATION,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,45,16 150 586 80,,01,製冷迴路閥門,AIR CONDITIONING CIRCUIT VALVE,VALVE DE CIRCUIT REFRIGERATION,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,50,16 150 587 80,,01,製冷閥堵蓋,AIR CONDITIONING VALVE CAP,BOUCHON DE VALVE REFRIGERATION,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,55,16 150 588 80,,01,製冷閥堵蓋,AIR CONDITIONING VALVE CAP,BOUCHON DE VALVE REFRIGERATION,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,70,0358 05,,02,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,71,6936 C9,,04,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,72,6943 83,,01,(MUL)簧片螺母,(MUL) SPIRE NUT,(MUL) ECROU TOLE,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P20A,空調製冷管 – 固定件,73,6922 G0,,01,(MUL)六角頭帶墊圈螺栓,(MUL) TH SCREW WITH WASHER,(MUL) VIS TH RDL,K9PP667P20A.jpg
电气 Électrique,取暖/製冷,K9PP667P40A,空調製冷管 – 固定件,70,98 605 119 80,,01,嵌入墊圈六角凸緣螺母,FLGD HEX HEAD NUT W. RTS,ECROU H EMB RTS,K9PP667P40A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665G01A,多路傳輸控制器,01,16 341 651 80,,01,智慧控制盒,BUILT-IN SYSTEMS INTERFACE,BOITIER SERVITUDE INTELLIGENT,K9PP665G01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665G01A,多路傳輸控制器,02,98 118 089 80,,01,伺服盒支架,SERVITUDE BOX BRACKET,SUPPORT BOITIER DE SERVITUDE,K9PP665G01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665G01A,多路傳輸控制器,05,6500 AF,,01,保險絲鉗,FUSE PULLER,PINCE A FUSIBLE,K9PP665G01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665G01A,多路傳輸控制器,20,6500 N8,,01,微型保險絲,MINI FUSE,MINI FUSIBLE,K9PP665G01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665G01A,多路傳輸控制器,21,6500 G3,,01,大號保險絲,MAXI FUSE,MAXI FUSIBLE,K9PP665G01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665G01A,多路傳輸控制器,22,6504 81,,01,分流器,SHUNT,SHUNT,K9PP665G01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665G01A,多路傳輸控制器,70,6935 A6,,03,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP665G01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,03,98 046 817 80,,01,伺服盒支架,FUSE BOX SUPPORT,SUPPORT BOITIER SERVITUDE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,05,98 014 486 80,,01,伺服盒蓋,FUSE BOX COVER,COUVERCLE BOITIER SERVITUDE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,10,6500 EJ,,01,保護轉換盒,SWITCHING AND PROTECTION UNIT,BOITIER COMMUTATION PROTECTION,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,11,98 660 071 80,,01,繼電器保險絲盒支架,SEALED FUSE RELAY BOX SUPP,SUPP BTIER FUSI RELAIS ETANCHE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,15,98 053 185 80,,01,開關盒支架,SWITCHING UNIT SUPPORT,SUPPORT BOITIER COMMUTATION,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,17,98 031 492 80,,01,開關盒支架,SWITCHING UNIT SUPPORT,SUPPORT BOITIER COMMUTATION,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,30,98 118 796 80,,01,蓄電池保險絲盒,BATTERY FUSE BOX,BOITIER FUSIBLE DEPART BATTERI,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,31,98 147 362 80,,01,保險絲盒支架,FUSE BOX SUPPORT,SUPPORT DE BOITE A FUSIBLES,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,35,98 144 749 80,,01,防護罩,PROTECTION HOOD,CAPOT DE PROTECTION,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,37,6500 K1,,01,大保險絲盒,MAXI FUSES BOX,BOITE MAXI FUSIBLES,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,39,6500 J7,,01,保險絲盒蓋板,FUSE BOX COVER,COUVERCLE DE BOITE A FUSIBLES,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,45,96 730 621 80,,01,繼電器,ELECTRIC RELAY,RELAIS ELECTRIQUE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,46,98 079 723 80,,01,繼電器,ELECTRIC RELAY,RELAIS ELECTRIQUE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,47,98 059 257 80,,01,繼電器,ELECTRIC RELAY,RELAIS ELECTRIQUE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,48,6547 TX,,01,繼電器,ELECTRIC RELAY,RELAIS ELECTRIQUE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,49,96 730 286 80,,01,繼電器,ELECTRIC RELAY,RELAIS ELECTRIQUE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,50,6500 N8,,01,微型保險絲,MINI FUSE,MINI FUSIBLE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,55,96 654 078 80,,01,保險絲,FUSE,FUSIBLE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,60,6500 K3,RP 16 109 210 80,01/01,大號保險絲,MAXI FUSE,MAXI FUSIBLE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,61,6997 L4,,01,MKT 保險絲,(MKT) FUSE,(MKT) FUSIBLE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,62,96 661 549 80,,01,保險絲,FUSE,FUSIBLE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,69,96 664 427 80,,01,線束二極體,HARNESS DIODE,DIODE SUR FAISCEAU,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,80,98 087 754 80,,01,支撐夾,SUPPORT CLIP,AGRAFE SUPPORT,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,81,8401 TP,,02,帶彈性墊片六角頭螺栓,H RCN SCREW,VIS H RCN,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,82,8401 TP,,02,帶彈性墊片六角頭螺栓,H RCN SCREW,VIS H RCN,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,86,6935 A6,,01,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,90,16 115 673 80,,01,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H01A,檢測埠和保險絲盒發動機艙區域,91,6936 39,,01,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP665H01A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H02A,檢測埠和保險絲盒座艙區域,01,96 757 303 80,,01,保險絲盒蓋板,FUSE BOX COVER,COUVERCLE DE BOITE A FUSIBLES,K9PP665H02A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H02A,檢測埠和保險絲盒座艙區域,02,96 757 304 80,,01,繼電器支架固定夾,RELAY SUPPORT FIXING CLAMP,BRIDE FIXATION SUPPORT RELAIS,K9PP665H02A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H02A,檢測埠和保險絲盒座艙區域,05,6500 N8,,01,微型保險絲,MINI FUSE,MINI FUSIBLE,K9PP665H02A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H02A,檢測埠和保險絲盒座艙區域,07,6997 L0,,01,MKT 保險絲,(MKT) FUSE,(MKT) FUSIBLE,K9PP665H02A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H02A,檢測埠和保險絲盒座艙區域,09,96 661 549 80,,01,保險絲,FUSE,FUSIBLE,K9PP665H02A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H02A,檢測埠和保險絲盒座艙區域,11,98 079 723 80,,01,繼電器,ELECTRIC RELAY,RELAIS ELECTRIQUE,K9PP665H02A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H02A,檢測埠和保險絲盒座艙區域,12,96 730 621 80,,01,繼電器,ELECTRIC RELAY,RELAIS ELECTRIQUE,K9PP665H02A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H02A,檢測埠和保險絲盒座艙區域,13,96 730 286 80,,01,繼電器,ELECTRIC RELAY,RELAIS ELECTRIQUE,K9PP665H02A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H02A,檢測埠和保險絲盒座艙區域,14,6547 TX,,01,繼電器,ELECTRIC RELAY,RELAIS ELECTRIQUE,K9PP665H02A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H70A,繼電器 – 蜂鳴器 – 閃光器,01,6545 XF,,01,繼電器,ELECTRIC RELAY,RELAIS ELECTRIQUE,K9PP665H70A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H70A,繼電器 – 蜂鳴器 – 閃光器,70,98 087 754 80,,01,支撐夾,SUPPORT CLIP,AGRAFE SUPPORT,K9PP665H70A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP665H70A,繼電器 – 蜂鳴器 – 閃光器,71,6547 VA,,01,支撐夾,SUPPORT CLIP,AGRAFE SUPPORT,K9PP665H70A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP886A80A,行李箱控制盒,01,98 100 500 80,RP 98 371 670 80,01/01,拖掛功能伺服盒,TRAILER FUSE BOX,BOITIER SERVITUDE REMORQUE,K9PP886A80A.jpg
电气 Électrique,單元/聯結器插板/套件,K9PP886A80A,行李箱控制盒,70,6939 97,,02,(MUL)帶墊圈螺母,(MUL) NUT WITH CAPTIVE WASHER,(MUL) ECROU AVEC RDL IMPDB,K9PP886A80A.jpg
电气 Électrique,安全氣囊,K9PP882G01A,正向安全氣囊袋,01,98 185 172 ZD,,01,帶安全氣囊的方向盤罩蓋,PRYOTECH STEER WHEEL CUSHION,COUSSIN VOLANT DIRECT PYROTECH,K9PP882G01A.jpg
电气 Électrique,安全氣囊,K9PP882G01A,正向安全氣囊袋,05,98 187 640 80,,01,頂蓬安全氣囊,PYROTECHNIC ROOF AIRBAG,SAC GONFLABLE PAVILLON PYRO,K9PP882G01A.jpg
电气 Électrique,安全氣囊,K9PP882G01A,正向安全氣囊袋,70,4503 43,,02,(MUL)凸緣螺母,(MUL) FLANGED NUT,(MUL) ECROU A EMBASE,K9PP882G01A.jpg
电气 Électrique,安全氣囊,K9PP882G01A,正向安全氣囊袋,71,98 021 863 80,,02,帶彈性墊片六角頭螺栓,H RCN SCREW,VIS H RCN,K9PP882G01A.jpg
电气 Électrique,安全氣囊,K9PP882G50A,側向安全氣囊袋,01,98 172 920 80,,01,頂蓬安全氣囊,PYROTECHNIC ROOF AIRBAG,SAC GONFLABLE PAVILLON PYRO,K9PP882G50A.jpg
电气 Électrique,安全氣囊,K9PP882G50A,側向安全氣囊袋,02,98 172 715 80,,01,頂蓬安全氣囊,PYROTECHNIC ROOF AIRBAG,SAC GONFLABLE PAVILLON PYRO,K9PP882G50A.jpg
电气 Électrique,安全氣囊,K9PP882G50A,側向安全氣囊袋,03,98 170 704 80,,01,氣囊擾流板,AIR BAG DEFLECTOR,DEFLECTEUR SAC GONFLABLE,K9PP882G50A.jpg
电气 Électrique,安全氣囊,K9PP882G50A,側向安全氣囊袋,04,98 173 374 80,,01,氣囊擾流板,AIR BAG DEFLECTOR,DEFLECTEUR SAC GONFLABLE,K9PP882G50A.jpg
电气 Électrique,安全氣囊,K9PP882G50A,側向安全氣囊袋,70,96 739 431 80,,02,MKT卡夾,(MKT) CLIP,(MKT) AGRAFE,K9PP882G50A.jpg
电气 Électrique,安全氣囊,K9PP882G50A,側向安全氣囊袋,71,6925 G5,,02,(MUL) 凸緣螺栓,(MUL) FLANGED BOLT,(MUL) VIS A EMBASE,K9PP882G50A.jpg
电气 Électrique,安全氣囊,K9PP882G51A,側向安全氣囊袋駕駛員側 或者 乘客側,01,98 164 467 80,,01,側安全氣囊,PYROTECHNIC SIDE AIRBAG,SAC GONFLABLE LATERAL PYROTECH,K9PP882G51A.jpg
电气 Électrique,安全氣囊,K9PP882G51A,側向安全氣囊袋駕駛員側 或者 乘客側,10,98 271 930 80,,02,螺母,NUT,ECROU,K9PP882G51A.jpg
电气 Électrique,安全氣囊,K9PP882G80A,控制盒和感測器,01,16 347 378 80,,01,安全氣囊控制盒,AIRBAG CONTROL UNIT,BOITIER COMMANDE SAC GONFLABLE,K9PP882G80A.jpg
电气 Électrique,安全氣囊,K9PP882G80A,控制盒和感測器,02,98 104 524 80,RP 98 520 804 80,01/01,側安全氣囊加速度感測器,LATERAL AIRBAG ACLRTN SENSOR,CAPTEUR ACCELERATION ABL,K9PP882G80A.jpg
电气 Électrique,安全氣囊,K9PP882G80A,控制盒和感測器,03,98 104 524 80,RP 98 520 804 80,01/01,側安全氣囊加速度感測器,LATERAL AIRBAG ACLRTN SENSOR,CAPTEUR ACCELERATION ABL,K9PP882G80A.jpg
电气 Électrique,安全氣囊,K9PP882G80A,控制盒和感測器,04,98 102 680 80,,01,壓力感測器,SENSOR PRESSURE,CAPTEUR DE PRESSION,K9PP882G80A.jpg
电气 Électrique,安全氣囊,K9PP882G80A,控制盒和感測器,05,98 102 680 80,,01,壓力感測器,SENSOR PRESSURE,CAPTEUR DE PRESSION,K9PP882G80A.jpg
电气 Électrique,安全氣囊,K9PP882G80A,控制盒和感測器,06,96 413 912 ZD,,01,乘客側氣囊解除開關,PSGR AIRBAG DEACTIVATION CTRL,CDE NEUTRAL SAC GONFLABLE PASS,K9PP882G80A.jpg
